gene_id,log2FoldChange
ING1,-1.579546158808361
ZBTB43,-1.2301082863582662
MEX3D,-2.158321585586788
ZNF532,-1.2911096553912074
ARID1B,-1.471194356321991
ZNF738,-0.8399671011430451
SERPINA5,0.4861402044368365
SLC39A10,-0.8338644945863528
CAVIN1,-1.564046350143663
GABARAP,0.2796470801171828
RPS27,0.2801422862085898
TMEM263,-1.122004192387123
PRM1,1.655714887232533
PGAM5,-1.5752003263606218
IGFBPL1,-1.6907764937753689
RTL10,-1.377817740817885
COL15A1,-1.4137905944242397
CD47,-1.0191363074699955
FDX1,-1.0748461334931505
OLFML3,-0.5394697354059875
PSIP1,-1.5390345163153885
ERO1A,-1.3172199797122204
PCMTD2,-0.942559931621922
VAPA,-0.512058555744033
CDC42EP4,-1.2496161043081828
DTX3L,-1.389696885987102
GRB2,-0.8425334041230405
RUNX1T1,-1.0533553847365966
CCNG1,0.4602316155664563
MIR1915HG,-1.7325399907940846
TMEM97,-0.4396238681623622
TMEM159,-1.1697377522210113
VSIG10,-1.5591603165856418
CSTF1,-0.7498571536755095
ELOVL6,-1.3009268564219314
UBE2N,-0.5682965312950027
TXN,0.3528330757372702
WARS1,0.9118780906123476
LOC101927476,-1.8515909022884132
BROX,-1.034064564212542
REEP3,-0.9755589017178178
RWDD2B,-0.9146338465389164
IARS1,0.6312769952263547
ERG28,-0.4969692036012482
ATP5MC2,0.2265188494012048
GLMP,0.552497682939982
DGCR8,-1.742266554963805
TMED7,-0.9082464524642412
CCL2,1.0400932073590003
MTA2,-1.3083339040530824
COQ10B,-1.0370509843633382
LONP2,-1.0323982273105508
RUFY3,-1.0741355416391491
LHFPL6,-1.142982907357439
SLC38A1,1.383449783964414
OSBPL11,-1.3662076026734262
FAM114A1,-0.977377184881066
CASP10,-2.01588162677079
TMEM33,-0.9135488305579924
LARP4B,-1.0216799555868683
EAF1,-1.5472650650078346
DNAJA2,-0.5803867508459303
RPS27L,0.3338095650387187
SVIL,-1.4347442875548024
RRP15,-0.9928734199159824
ACAA2,-0.5765710119034847
C7,0.5913694920370748
PRAMEF27,-1.723809122686944
GHITM,0.3877170367560819
MED8,0.6334299251096085
PPP6R3,-0.9159901249040172
LCOR,-0.988826327709795
MRPS17,-0.7035697693265816
TJP1,-0.994766093833885
CANX,0.5267963902851327
FAM111A,-0.9212250127132064
FGF13,-1.4420635463164355
MAT2B,-0.6545382060241207
CDKN2AIPNL,-1.1835662007441958
EPPK1,-2.246645945017046
RAB21,-1.0040294336507003
EGR1,-1.8348235709140743
RABGGTB,0.5915368245921554
NUTF2,-0.4895165399974249
THUMPD1,-1.0561282544794195
FOSL2,-1.49690842105107
UGDH,-0.9314288050288504
SMURF2,-1.1685854064815493
LY96,0.7751278599052975
UBE2G1,-1.2736782959040014
CFHR1,1.9887528683619051
IGDCC4,-1.6286458356314375
PNPO,-1.3088815382914192
TXNIP,-0.62730783478656
GLG1,-0.6431030257298256
CALU,0.4240460299987865
LNPK,-1.2453730706538215
DHCR24,-0.7230978561032172
PARD6B,-1.0087180824734256
RNF13,0.5316446342189753
TARS1,0.6789276339492099
CD68,0.654988056126298
ACTG1,0.2679287704892628
TRIM2,-0.9825865376935
CACUL1,-0.8842215829564551
PIR,0.622076339827005
NARS1,0.5702779407190096
MIER1,-0.9177802030029644
SERPINA3,0.825421975152606
ZNF284,-1.4743978640121702
PI15,-2.252016518747401
SSH2,-1.4643359194247472
SLC30A1,0.9803505962601426
TPP2,-1.2789490183728311
RPARP-AS1,-1.1190898223429444
SLC39A11,-1.3928867604462425
STON2,-1.71857587129672
FUBP1,-0.8860843807725303
NFIA,-0.8124697391528083
PDPN,-1.0147271029012412
YTHDF1,-1.0387858276904187
GUCD1,-0.9126572006893072
HYOU1,-1.2614450811441156
ULBP3,-1.455210614895344
FTH1,0.7206815863669782
RAB3B,-1.7262247283154666
RNF152,-2.0999908590589165
ING3,-0.7615687506184174
MYLK,0.6396168873911435
FGD5-AS1,-0.9458043748099078
OGT,-0.8339337025249487
NF2,-1.1824400147302456
FAM210A,-1.099217031149992
TTC39C,-1.1721706984159366
PPP2R5E,-1.0838614698099414
ALYREF,-1.68476442965806
PAN3,-0.9955946809037816
TAPBP,-0.8259194980866044
ITGB3,-2.030402833266095
NDUFB5,0.2911458725878952
LIN7C,-1.0229743052196585
MGST2,0.3633310812075359
LAPTM4A,0.2327291312965788
PSPH,-1.014224454481915
CYP17A1,-0.7069974227298818
UBE2W,-0.8065461685959325
ZNF835,-1.699376140208526
FADS2,-1.3255161526601311
GBP2,0.6351629278670624
ATP5MG,0.29371316706382
CETN2,-0.4783852297818601
CHIC2,-1.118147290920409
PIKFYVE,-1.25869509085692
SKP2,-1.2472106966095406
LAMP1,-1.0810117600008955
NHSL1,-1.7573657274287904
C2orf69,-1.1669395820535582
FNIP1,-0.9877377268803604
SULT1C4,-1.1883818976117264
CD164,0.3582720969292298
ACLY,-0.7321406019436343
CAMTA1,-0.5023172348644951
SENP2,-0.8655514647545565
ROBO1,-0.9869927774876198
NMD3,0.7609355799350525
EIF3D,0.3546595976294222
CYB5A,-0.43432883825869
ATP6V1F,0.3084097423545419
YWHAH,-1.0334377229758065
PSMD10,0.5096372938008842
H6PD,-1.1165709518178988
CAV1,-0.6178107550086324
DYNC1H1,0.8397910641010371
GAS5,0.2876238142331512
DIAPH3,-1.7003597988186645
MDM2,-0.7828217854926819
ZNF490,-1.3989046824476528
PAICS,-0.4823326514727698
KANSL1,-1.1907894333744733
TRIB2,-0.7853550525937526
LRRFIP1,-1.1559698441255537
CASTOR2,-1.2051054338725973
STOM,-0.7034757939185406
PRIM2,-0.9537933989074564
ZBTB3,-1.4929662296300723
SOX9,-0.7569087056938536
NPM1,0.2429108226307881
AEBP2,-1.0137079607067994
MTMR11,-1.3688493201843617
SKIDA1,-1.433120210461839
ZNF451,-0.8728946119673111
TRPS1,-1.3035879252496103
PGGT1B,-1.0427934331753923
TIAL1,-0.97871573321517
GPI,-0.4612520536264392
COLGALT1,-0.9969546459525744
SELENOK,0.3940070153747376
TMCO3,-1.2961651741806848
LRRC8A,-1.6357202300852447
MVD,-1.8117983437351388
SLC35D1,-1.195016896651916
CDK2,-1.2310188043067998
MSI2,-0.8032369240128177
ASPN,-1.307961988356758
INIP,-0.8452367988459808
PCLAF,-0.481051334295049
FMR1,-1.0577550195309464
TPRKB,0.3658582150315037
TMEM41B,-0.9883191048961268
AK4,-1.3359227372966953
DDX5,0.3278006934703806
SLC4A7,-1.1744142010881635
MIDEAS,-1.2396202480472305
FOXN2,-1.1544781616056117
SLC7A11,1.798784494254808
LOC100507507,-1.516267611977671
CCNJ,-1.4701672695761692
SON,0.3971631953871372
TMBIM4,0.2744780766757088
TMX1,-0.6477507361336284
WEE1,-0.8774582874280862
TSPYL5,-0.9863471323338135
RPL3,0.2398027259946193
EMC10,-0.8694636399673247
LIX1L,-0.9693477296493608
TBC1D24,-1.546955280124888
SLC38A6,1.1158254869481423
BLOC1S3,-0.9840183819076248
PLAC9,-1.1735002965138404
TINAGL1,-1.0972967285803406
RUFY2,-1.2197532774473945
ACTA2,-1.0869480684323816
IRF2BP2,-0.7226702068937559
NDUFB9,0.1957774535602084
PRPF39,-1.4198272553230404
KAT7,-0.8097762002724948
EIF4E2,0.5196028165554242
MYADM,-1.0676947899627507
IQCG,0.4571657337897487
SERBP1,-0.4403228521795588
TKT,0.370475421529692
SLC22A5,-1.6371003883295074
DSC2,-0.9734753331321052
RCN1,0.7488243253652224
HNRNPU,-0.6276443558771514
STMP1,-0.6175126914042103
SEC61G,0.277662920931525
TRIM44,0.7706265957524937
FBLN1,-1.1018211413321344
LIPA,0.4780388442396817
CNOT6L,-0.9928773739788028
RPL15,0.2189114362113297
BEX2,0.5933260424774528
HNRNPC,0.2668641646457747
MRAS,0.748781741525015
MFN1,-1.1711423715203138
CDR2L,-1.4096074761233124
UFC1,0.2731796776672084
HAX1,0.29240377165831
USP2,-1.4415247757080372
ARRDC3,-0.8074766826648517
APOBEC3D,-1.6039863657386506
AMOTL1,-1.1208681584304834
ADH5,0.3567291338815123
FCHSD2,-1.2752313456330933
TRIM45,-1.3780791130758845
UHRF1,-1.4236813156370944
CHST3,0.8353938080288996
CHSY1,-0.895840505527463
CYBB,-1.4044508109941234
BTF3L4,-0.3496813195132755
CYSTM1,0.4305901830610374
IGF1,-1.0798582043330371
SNX2,0.5239680600504009
USP7,-0.9236977245987597
PTGDS,1.3480289795170206
NT5DC3,-1.334388698481672
YWHAG,-0.7692121180267963
CHMP4B,-1.147388591771634
IFITM1,0.6351848065774435
DCAF4L1,-1.2714362946700923
GNG5,0.3020100088968273
PLSCR1,0.9340247185360904
HSD17B3,0.385492474313834
GPBP1L1,-0.7901133539343649
KDM5B,0.6851821715576363
CLIC4,0.5723735799315147
SNRPD2,0.3290596340408417
PIK3C2B,-1.873125284959697
MYCT1,-1.2606783974849034
ITCH,-0.7193762591862914
BARD1,-0.8584570173657905
TMEM150C,-1.0113507180845618
MT3,-0.5785908940585024
SOAT1,-0.7625589919518251
MYL12B,0.2202713924561884
PLAAT3,0.3939693614820546
DNAJB9,-0.752665204500656
CKAP4,-0.5696535839859099
SAT1,0.2760598838091652
YARS1,0.9441694566858532
RPS11,-0.5480294106261561
H2AZ1,0.3098327532463575
RPL7,0.326901275352851
TMEM98,-0.3727045781041784
CDK2AP1,-0.6563111699610292
TMEM144,-1.4342341084764063
RNF122,-1.5990583326949237
RMND5A,-0.7569988004755879
DDX6,-0.6768066146680825
FUT8,-1.0412110951629208
SSR2,0.1948115181732281
FAM53B,-1.852956767005156
FKBP9P1,-1.7678005799736396
MFAP4,0.4985911822331574
CACNB2,-1.854962314532692
CPED1,-1.2024122710808305
LGALS3,0.940259201315894
RIT1,-0.8457392977501307
RNF181,0.3813167486563889
THG1L,0.4953998423687691
TBXA2R,-2.144943170797557
CHRAC1,-1.00756844280881
EHMT2,-1.709045708681872
CFI,0.4388643457240763
TMX2,0.4005635055565661
SLC3A2,1.1061157135811266
FRG1,0.4575785075457883
PTRH2,0.5013120452304024
B4GALT5,-0.7170105967027245
SLC30A7,-0.8024734638039384
TMEM208,0.3232432955605764
EGLN3,-2.32438605332498
SMOC1,0.910676593153444
AKR1A1,0.3816534502452224
LAMTOR3,0.603180134242347
RRAGC,0.9435164097267764
MIA,0.5026003441134327
PRPF19,-1.2982192288970102
CLEC2B,1.0537697903767704
HIF1AN,-0.7649943097542001
PPP1R14C,-1.134582273463852
ANAPC16,0.2799323594190774
PRXL2A,-0.3860964147022944
EPS15,-0.6834165844519177
LDB1,-1.323279603592776
EEF1AKMT3,-1.178047297581657
CERT1,-0.8266555157901372
PCAT19,-0.7416880258669544
IRS1,-1.3965453482381902
ABCG1,-1.641753290035057
ATP5ME,0.2373032181028619
EIF4G2,0.4761174431220453
AUTS2,-1.3137597219027863
CCDC28B,-0.6995911576131201
XBP1,0.7179663216024494
FAM104A,-0.8712429034443011
ZFAND1,0.5160688716067514
EIF4A2,0.253549066483404
CCNI,0.4275822158325039
RBM18,0.6510946378944561
TMBIM6,0.2427608192722901
HIGD2A,0.2918412593182237
DYNC1I2,0.3131421980285261
TRAPPC2L,0.256255849890074
NQO1,0.6505849381102852
EMC3,0.3763211157508951
PTRH1,-1.255958521300101
EIF3E,0.2306223091499326
DAAM1,-0.9939657451383191
FOXP1,-0.8677736945401802
PSMG3,-0.7968217091929721
TMPO,-0.6351325570863134
HIPK1,-0.8771662202821072
SYNPO2,-0.8148172998925743
ZNF217,-0.8991203135996079
PFKM,0.5066335125853411
PCK2,1.5986154599553355
IGF1R,-0.8571719880517432
SNU13,0.2117832915837251
SPTBN1,-0.697336744216579
CBR4,-0.7038478065562089
DTX4,-1.484718929815958
EIF2S1,-0.5712235442222902
YWHAZ,-0.2870034135430198
ATP5PO,0.1726385524028457
WNT4,-1.120370390835112
SH3GL1,1.3077567536849166
TRIM5,-0.8458561384925913
CSF1R,-1.5506946451192225
NPLOC4,-1.4696817922259076
S100A13,-0.538014345937078
RGS5,-0.7621875634626352
PEDS1,-1.218230680929708
IGF2BP1,-1.1463875821983565
RPS14P3,0.7517895298654281
HMGN5,-0.6262122997758511
MGST1,-0.5934701221143021
CBX5,-0.3588651016454504
ACVR2A,-0.8848592561834776
CHURC1,0.2698776212560977
NR6A1,-0.8838566775954414
BRD3,-0.9896256300651342
PIP4K2A,-1.098912411301875
P4HA1,-0.7864642499532816
CCNB2,-0.5784120275856212
CUL3,0.8274215772155122
RASSF2,-0.8495386748046317
SUPT20HL2,-1.9097539231525928
CCDC163,-1.390060785361568
PHF6,-0.6475164428151514
MYEF2,-1.690926359078489
MCC,-1.1186279963785295
MARS1,0.682586701346226
B2M,0.2390511461197945
SMAD2,-0.5522721811138602
PDE5A,-1.1217223666215028
WDR83OS,0.2153453530143084
TSPAN7,-0.5397980621928699
SRP19,0.4024878890447149
LINC01116,0.5551046708701101
DTYMK,-0.8469217908642439
GSTA4,-0.2445497900197159
RPL23,-0.5444726515248726
MT2A,0.5639941554650537
VCL,0.4718998594291171
DLGAP5,-0.9969817854802724
UROD,0.3454452414843756
ZSWIM1,-1.643881802763303
VPS53,-1.142208060109115
TMEM184C,-0.7545777859843018
NUP43,-0.9897361057784796
LRRK1,-1.5839291874633867
ORC2,-0.8573500748434602
KLRK1-AS1,0.3480382572734094
PPP1R3C,0.9945261723498612
KCTD9,-0.8240581359955137
BUD31,0.3701262868692618
IFIT1,1.4953272867122038
SNCA,-0.8485967324777636
CAMKK2,-0.9242097977901071
OXA1L,0.2709752565907649
EEF1G,0.1356205629035934
GLYR1,-0.9836177313593454
A2M,0.7972666205043079
DAXX,0.6534752280824485
CLPX,-0.8587464262489729
TMEM128,-0.970622711485482
RXRA,-1.8384607861383255
PFDN5,0.2175922518506738
SNRPB2,0.1941854233271598
LSM7,-0.5444041413519064
TMCO1,0.2906891261592239
STK17B,-1.058757873638964
COX14,0.3229130935738325
TMCC1,-1.0232614558229924
LRRC47,-0.8820068620414756
ZNF397,-0.9780527123013568
CCDC122,-1.2951534310283794
CUX1,-0.9974403031252648
GNG7,0.601036595432829
ARCN1,0.6063564344957245
CDH11,-0.5896278179043304
TRAF3IP1,-1.389003449690397
LRATD2,1.346135391294906
SCRG1,0.7398888370410255
C19orf53,0.2014659604096728
STAR,-0.351015132715467
LOC101927151,-1.0451149628833147
OPHN1,-1.210148186793867
RAP2A,-0.7877351365397461
RNF169,-1.5037244717167737
UQCRB,0.1826610431131826
NRIP2,-1.7570363987385451
SMIM26,0.2195753024042818
ARHGAP20,-1.0107523527624167
HSP90AB1,0.1701190587940229
CARD8,-0.8024724297612486
TSNAX,0.3631516849574057
SUMO2,-0.3157017490473911
VIM,0.3187899248339885
PIAS2,-0.900569891745349
MDH1,0.2359121768701826
MKNK2,-1.049322923641561
CISD2,0.445857917867106
NOCT,-1.5600223673313272
TCEAL9,0.2252411705862239
PIEZO2,1.7319930124462122
CFLAR,0.489198879013685
SFT2D1,-0.6834093578305969
RPS4Y1,0.166897799978337
TOMM5,0.289199723743018
CCL24,-1.6627172884701171
SNX17,-0.4789791935925541
TM7SF2,-0.7693702049549831
SFR1,-0.5778551733662655
CSDE1,0.3028837199907201
MS4A4A,-1.0876015924904403
PLRG1,0.4776228005310207
LCLAT1,-0.8137534480371752
SKP1,0.1760846402345251
PLCB3,-1.7160393071246185
ADTRP,-1.550237104515934
RALA,-0.5918125314568154
CDK5RAP2,0.9204960098903086
CSKMT,0.969552536806295
PDK4,-1.4630635827127287
UBE2L6,0.4993198028669982
SPARC,0.2047733903686571
