Gene,logFC
RGS17,1.468966
LY6E,-1.401098666666667
BORA,-2.378673333333333
NUP58,-1.544804333333335
FAM83D,-2.08474
ITPR2,-1.589036666666667
CPEB2,1.927499666666666
LINC02577,1.579683
CDK8,-1.510782666666665
AADACP1,1.775775
ZNF571,2.531652666666665
PAK1IP1,-1.798624333333334
NFE2L3,-1.546759000000002
BZW2,-1.354988666666668
OSER1,-1.522257
FAT2,-1.583190666666666
ARHGAP29,1.437428000000002
SERPING1,2.520188999999999
PROM1,1.586893999999998
LOC102724805,1.405238999999999
GAS6,-1.453259
TLE1,1.398137333333334
C14orf28,1.582845666666668
ATXN1,2.280411333333333
GOLM1,1.940895000000005
GPR37,1.311734666666666
TPMT,-1.482110333333333
CARMIL1,-1.773052000000003
ITGB4,-1.798327
LIN52,1.858478333333334
CLTRN,2.627239
SKA3,-1.969150666666666
ZNF184,-1.712142666666668
DDHD2,-1.305760666666668
DDIT4,-2.177148666666666
NPPB,2.300961666666669
RAB8B,1.264475333333333
TNNT1,1.813252
SECISBP2,1.348158666666666
CASC20,1.886501666666668
H3C1,-1.745352
AKR1B1,1.572286333333336
RECQL,-1.558509666666664
FHL2,1.879096666666668
EMSLR,-1.530331000000002
EFCAB13,2.673477666666666
MPZL2,-2.007371666666667
ZNF711,1.489132333333334
LINC01357,1.757198999999998
AGTPBP1,1.294550666666668
NBEA,1.467106666666667
BMPER,1.534743333333334
AURKB,-1.509708333333336
FTL,1.524333333333335
CFLAR-AS1,1.464050000000001
KIF27,1.919206666666667
ODAPH,1.547634666666667
SHC3,1.886353000000001
LAMTOR5-AS1,1.17078533333333
SLC4A11,-1.755718666666667
ZNF410,1.296965000000001
IFT57,1.47541333333333
GFOD1,1.926174666666668
NLRP7,-1.832553666666669
NMRK1,1.332555333333332
CTSO,1.924165000000001
SLC7A5,-1.308553333333332
ADGRG1,-1.173971666666666
ZBED2,-1.526365
SMPDL3A,1.869766333333331
RHOBTB1,1.396748999999999
ARL4C,-1.323195666666667
SCML2,1.462488
TAPT1-AS1,1.330844333333334
SLC7A11,1.182442666666663
STEAP1,1.433330333333333
ALOX5,1.433913
SPTLC3,3.168634333333333
H1-1,-3.506602333333333
RAPGEF2,1.292031333333331
TDP2,-1.348572666666665
C1QBP,-1.340424666666665
TMUB2,1.137573666666667
GLIDR,1.392212333333336
LOC731157,1.505054333333333
FST,-1.322914000000002
FERMT1,-1.660735333333333
ZSWIM7,1.237416333333332
ZNF611,-1.458899000000002
TTC17,1.335215333333331
GMNN,-1.519414
SDC1,-1.178112666666667
MTMR6,-2.066743
SERPINE1,1.529886666666666
SLC25A15,-1.248102000000001
KDM1B,-1.787628
AOX1,1.960226333333332
NCAPD2,-1.204147000000001
ARHGAP42,1.347136666666667
YWHAB,-1.115391
RAB4A,-1.167330666666668
SKP2,-1.83435633333333
GAL,-1.328543666666667
ATG13,1.273899333333331
FBXW10,3.273419000000001
BBOF1,2.256476333333334
TGM2,-2.717791
ZNF461,1.291225999999999
HDAC9,1.122348666666664
CTNNBL1,-1.177937999999999
MYO5B,1.277952999999999
FBN1,1.347540333333333
ZNF322,-1.377947666666667
RASEF,2.085905999999999
PSMC3IP,1.258621333333331
CCDC68,1.261007666666669
DYNLT3,1.275571666666668
CCN1,1.369734000000003
TMEM109,-1.279054666666667
SLC22A15,1.331692333333333
ADIRF,-2.851065333333334
SMIM13,-1.072271666666669
PCAT7,1.139837666666667
SQSTM1,1.154834666666667
INSIG2,1.595668000000003
SYTL3,1.177568000000002
FCF1,1.551328333333333
ERG28,1.125983333333332
LINC02742,1.327818999999998
XGY2,1.123464666666668
MARVELD1,-1.115286
PAPSS2,1.292211333333335
REPS2,1.279178666666665
ABT1,-1.346307666666666
CDKL5,1.186319666666665
SHOC1,2.734236999999998
RNF141,1.301635333333331
BVES-AS1,1.139613666666667
MFFP2,1.230923333333333
LIFR,1.190203333333331
SCARNA9L,1.655279333333332
BBS4,1.260765666666665
ZNF566,1.613184666666665
FAT4,1.333806333333333
MLH3,1.399544666666666
FLI1,-1.394066666666669
GRAMD1C,1.25492633333333
SERPINB6,-1.332678
AREL1,1.781863999999997
PCDH18,-1.168887666666667
PEG10,-1.594707000000001
XG,1.119664999999995
LINC00665,-1.359179333333333
TP63,-2.445927000000001
RARB,1.904048666666667
FAM120AOS,1.530697000000001
MIR1289-1,1.161594333333333
RB1,-1.084738333333332
ABCC4,-1.261795666666665
FGF5,1.393851666666667
C8orf88,2.111346333333334
C2orf27A,1.396263666666666
RAB38,-1.784745333333333
SERPINF1,-1.633059000000001
CBR3,-1.036950666666667
ISCA2,1.332712000000003
CSF3,-1.317730999999998
ANKRD22,-2.194791333333333
DLGAP1-AS1,1.418228333333334
RPL26L1-AS1,2.614118666666668
HSPB1,1.207725
PNMA1,1.128344333333333
POLI,1.146340666666666
SNHG17,-1.160914333333332
ZMYM2,-1.261400333333334
ERCC5,-1.272471666666668
ZNF674-AS1,1.260729666666667
STAT4,1.904379333333335
TRIM6,1.334340000000001
HIPK2,2.042597666666669
LINC00707,1.754285
AADAC,2.005820999999997
ZDHHC12-DT,1.375738333333332
SLIT2,1.721246
H4C5,-1.255442000000002
RMI1,1.166145333333334
VPS36,-1.078777000000001
HERC5,-1.414020333333333
GPI,-1.337586333333334
GABARAPL1,1.262628666666665
TBC1D19,1.194037666666667
GPR3,1.237970333333333
GKAP1,1.458908
CDH13,-2.050464999999999
LINC00664,1.60196
C3,-1.689248000000001
NFKBIZ,1.143212333333333
UBQLN1,1.058173666666665
ZSCAN12,-1.347019666666668
SAP18,-1.226527333333335
MDK,1.324426333333333
MAPRE2,1.507582333333331
TM7SF3,-1.557195999999999
APAF1,-1.298775333333335
IL1RL1,1.789964666666666
CYLD,1.196613666666664
NUP153,-1.434516666666664
DUSP14,1.405807999999999
ZBTB10,1.898289333333332
MAPK13,-1.431992333333334
SAMHD1,-1.155948000000001
LINC01303,1.295508333333332
SEPSECS,1.112683666666664
ARMCX2,1.375314
CFAP69,1.356047666666665
EREG,-2.408374666666666
NAA35,1.00327466666667
PLA2G4A,-2.251001
NPTX1,-1.272981333333333
KBTBD7,-1.163853666666665
KIFC1,-1.037785000000002
MYBL1,1.175161999999999
CHRNB1,-2.167551000000001
FAM229B,1.404991666666666
SEMA4A,-1.117197
NUFIP1,-1.034423000000001
C2CD5,-1.171867666666669
ZNF676,1.901728333333333
TAB3,1.178360999999997
GALNT14,-1.173585999999998
CPT1A,-1.119047000000002
ABCD4,1.139412999999999
LINC02029,1.384648666666666
TMCC1,1.129122999999999
MGAT4A,1.087222666666666
GEM,1.436982333333333
PPP1R15A,1.054127666666666
STRIP2,1.330486000000001
MRPS31,-1.114458666666668
ZNF260,1.758587666666665
ZNF721,1.118993666666664
DBNDD2,-1.339952666666663
PSPC1,-1.261017666666667
SNORD89,1.11496
SLC35B3,-1.273344999999999
ELF1,-1.321978000000001
RPL23,1.023959333333335
RNF6,-1.554692666666666
SCARNA17,1.242512666666667
LOC105369617,1.159497333333333
FGF11,-1.657786999999998
RNF144B,-1.438772666666666
CELSR1,-1.247503666666667
PNPLA4,1.475917
PCGF2,1.084198000000001
TRIM38,-1.553815666666666
RASIP1,-1.521874999999999
MIPEP,-1.791110333333335
MERTK,1.584700000000002
DAB2,1.701278000000001
ARRB2,-1.128126666666666
CFB,1.674582999999997
EZH1,1.112004
CPEB4,1.508625666666668
KIF20A,-1.30403866666667
ORMDL3,1.300368999999998
LOC90246,1.51461
GALNT13-AS1,1.096597666666666
ZFP14,1.311459666666667
DPH5-DT,1.359272333333335
SMAD3,1.128364
ZNF585A,1.315971999999999
SDCBP2-AS1,1.153255333333332
TDRD3,-1.299005000000002
MRS2,-1.240779999999998
MIR554,1.165233333333331
IRX2-DT,-1.304034
WNT7A,-1.025482000000001
ZFP36L1,1.127729000000002
SPA17,1.102331000000001
SLC37A1,-1.100966666666667
SLC9A9,1.485640333333332
CCNA2,-1.243930666666667
MFF,1.003763333333334
LINC00882,1.455996000000002
MIR200C,-1.081822333333333
SNAI2,1.093209333333334
GAS6-DT,-2.253347000000001
SEC22B,1.440325666666663
CAP2,-1.114153333333332
NEXN-AS1,1.82791
LRRC34,-1.399310666666667
LINC01031,1.260442333333333
LMNB1,-1.085015333333336
PPFIBP1,-1.140924666666669
AREG,-1.195858000000003
DYNLT1,1.087327999999999
RPRD1B,-1.229446666666671
MANSC1,-1.636781666666667
CD47,1.659299666666666
NHLRC1,-1.368629666666668
FBXL20,1.638053333333334
TP53,-1.220213666666667
ZNHIT3,1.297787000000001
FLNC,1.377755666666666
ENPP1,1.155142999999999
MGC70870,1.412135666666665
MYCBP2,-1.178348999999998
MYEOV,1.847042333333333
BCL6,1.346518666666665
SEC14L1P1,1.191313333333333
H3C4,-1.381095333333333
IRX2,-1.109894000000001
SUCLA2,-1.331672666666667
MRFAP1L2,1.008704666666664
SIRPB1,-1.069322333333333
COPZ2,1.459111000000001
KRT10-AS1,1.787945999999999
IPPK,1.273153000000001
PTPRM,1.372857999999997
TM2D1,1.048107666666668
LAMP3,-1.772844000000002
ANXA9,-2.252429999999999
WIPF2,1.033529666666668
BNC1,1.456090666666666
WDFY2,-1.123649
LINC01667,1.464056000000001
ALKBH3,1.107998666666666
TRIM27,-1.311654666666668
FAM86HP,1.243069333333332
TUBGCP3,-1.064484999999999
PIGT,-1.079503000000001
CXCL16,-1.011987666666668
EIF2B2,1.096879666666666
MORN4,1.118515999999998
GPR155-DT,1.045777333333334
UNC13D,-1.328845333333335
ARL14,2.086892666666666
LGR4,-1.175684000000001
ZFP28,1.720770333333332
ARHGAP18,-1.467384666666667
IDH1,-1.061554333333333
FAXC,1.511798333333332
NUP88,-1.038552333333334
H2BC9,-1.403305666666666
MCTP1,1.474273666666667
LIPH,1.920443666666665
DMRTA1,1.122257666666667
CRISPLD1,-1.154074333333333
ING1,-1.112734333333332
ADTRP,1.082951333333334
LZIC,1.105327666666665
ACOT2,1.069270333333332
SH3RF1,1.043298000000003
ZNF257,-1.947893666666667
PLAC8,1.210823333333332
PROM2,-1.328273333333334
TFDP2,1.174085999999998
LSP1P4,1.768387000000001
DNAI4,1.634981999999999
IPO8,-1.033875666666666
ATRNL1,1.004733666666666
INA,1.098007333333332
TNFSF18,-4.032897
CSTF3-DT,1.146340333333334
PGM5P2,1.416617333333335
CRIM1-DT,1.200369666666666
TMEM128,1.441528000000002
PTGR1,1.178212000000004
C15orf48,-1.886797
PLP2,-1.001793999999999
CMAS,-1.120913666666668
SACS,-1.360068
TMEM42,1.189431666666669
ZNF793-AS1,1.076571333333336
GMDS,-1.557153333333332
COQ6,1.288869666666668
TNIP3,1.005192333333333
NAV3,1.157909999999997
SPIN1,1.075493666666667
H4C2,-1.349076666666666
SCD5,-1.105257999999998
ROCR,1.803025666666667
RRAGD,1.346236333333332
STK24,-1.048863333333335
CXCL1,-1.894722333333333
NECTIN3,1.055856666666666
PEX12,1.198734000000002
MTFR1L,1.154501333333332
DGKH,-1.007506333333334
ZNF280C,1.435649333333335
UBE2C,-1.378024666666668
FUNDC1,1.046890666666668
NEDD4L,1.144321000000001
SNAR-E,1.705881333333332
ZNF483,1.157017333333333
SCFD2,-1.296171
IL18,1.615480333333331
FMO4,1.818183333333331
DNER,2.052786666666665
ALDH7A1,-1.204579333333334
MAP2K6,-1.266996666666667
ZBTB25,1.071179666666668
MIR1915HG,-1.098106999999998
FBXO36,1.028743000000001
STAU1,-1.070912999999997
PIAS2,1.00912133333333
GNAQ,1.371219999999998
SAT1-DT,1.191548999999999
TOGARAM1,1.062834666666668
LRATD2,-1.481585
CACNA2D1,-1.057240999999999
PPP3CB-AS1,1.002415333333333
NEGR1,2.014696000000001
ERP27,1.024121999999998
ARID5B,1.191074666666666
ZNF718,1.116578
KDM7A,1.266240666666666
WARS2-AS1,1.143521333333331
HSP90AB3P,-1.080745333333331
SRP14-DT,1.498385999999999
USP40,1.027606666666666
IL18R1,1.281146333333334
SEMA4D,1.082767666666666
KCTD12,-1.309192000000001
IGKC,1.537363
SNAR-C3,1.242024666666664
SNAR-C4,1.242024666666664
MRPL57,-1.296371
AHNAK2,1.178057333333334
CCSAP,-1.084099000000001
SNAR-C2,1.044204666666663
FHDC1,-1.070826666666666
ELOA-AS1,1.79064
STK39,-1.053167333333334
SAMD12-AS1,1.076298000000001
PAQR5,-1.587416333333334
ZNF92,1.241332
DOCK9,-1.186220666666669
VGLL1,-1.349450000000001
KPNA5,1.072499
DHX35,-1.532846000000001
STEAP4,1.590364666666666
DLG1,-1.211828666666666
VWA8,-1.262534666666668
CADM4,-1.677624333333333
LEPR,1.043449333333331
CPS1,1.148039000000001
LOC101927932,1.121463666666667
DNAJC3,-1.008595666666668
RADX,1.556407666666666
FER1L4,1.039581666666666
GBP1,1.608456333333333
HERC6,-1.094716999999998
RAB11FIP4,-1.069078333333334
NRM,-1.014987333333333
CDCA3,-1.087138666666667
TENT5A,1.000557666666666
SNAR-B2,1.486931999999998
IL12RB1,-1.083540999999999
PIMREG,-1.085109333333334
HTT,1.107742666666667
PABIR1,1.017457666666664
ZNF484,1.529184333333335
CHIC2,1.018121666666668
SLC16A12,1.136880999999998
KIF5B,-1.288742666666669
PRPF8,-1.016306
THEM4,1.118365666666666
AGBL2,1.164951333333333
UGT8,-1.470407666666665
EPSTI1,-1.100436666666667
RDUR,1.746730333333334
USP13,-1.082762000000001
BMP2,1.399464666666669
ZNF345,1.902836666666665
LINC02946,1.554875999999999
CD82,-1.035447666666667
AMBRA1,1.088632999999995
POGLUT2,-1.635888
HCAR1,-1.262992666666666
MCUR1,1.161825000000002
OSMR,1.056334999999997
PCBD1,-1.431064
ZNF613,-1.038178333333332
BBOX1-AS1,1.067176333333332
PXMP4,-1.042563333333331
RALGAPB,-1.022089666666666
POT1,1.040316000000001
H4C1,-1.25783
LPCAT3,-1.091998333333335
DEK,-1.463113999999999
DZIP1,-1.603478000000001
CDKN2B-AS1,1.143086999999999
LOC105370924,1.091152666666667
UBE2L6,1.149547000000002
MOSPD1,1.029483999999998
GREB1L,1.053432999999999
LOC105373334,1.217918666666666
DDX11L1,1.084219333333332
PAIP2B,1.071197
PLBD1,-1.198982999999998
AKR1C3,1.226128333333332
TRPV4,-1.108025000000003
B3GNT3,-1.452388
LOC105376177,1.422490666666668
ZIC2,-1.244483666666667
ZFP30,2.600925666666668
ISYNA1,-1.491983000000002
FGD3,1.312052333333332
TMEM44-AS1,1.132948666666667
TMEM171,-1.153721333333331
NQO2,-1.041286333333333
FAM227B,1.555539000000002
SORCS2,-1.374933666666667
IDNK,1.354777
PMP22,1.112163333333333
RNF180,1.256564666666666
RANGRF,-1.034748999999999
ADPRHL1,1.372933999999999
MGAM,1.020730999999998
CNTNAP3B,-1.160960666666669
CACNG4,1.330474666666665
LINC00471,1.028054333333333
IL1R2,-1.283940333333332
TP53RK,-1.220686000000001
TSC22D2,1.096230000000002
IRF6,-1.195037666666668
FNDC3A,-1.043514333333333
IL6R,1.055663333333332
TUSC3,-1.605895666666666
LINC01776,1.374188333333336
OR10V2P,2.459395666666665
HLA-DRB5,2.573348666666667
LOC112267901,1.070812666666668
ETV4,1.104809666666668
SESN3,1.194005999999998
NHERF1,-1.329543
FAP,1.956086666666666
THBS1,-1.29167333333333
LEISA1,1.006529
CCDC93,1.067525000000002
DIS3,-1.101547333333334
NDUFB3,1.053353333333331
PARP12,1.368322
ANKRD13C-DT,1.216545666666667
PTMS,-1.049703
TBC1D3C,1.484502333333333
MAPK8,1.012608666666667
ZNF221,2.352122999999999
HLA-DRB3,1.515670999999999
ZNF680,1.343797333333333
HOXA7,-1.170906666666665
HSPH1,-1.260520333333334
LINC-PINT,1.365143999999999
FSCN1,-1.655066333333334
IL24,-1.808333333333331
ZNF114,1.802668333333332
TBC1D3B,1.738522666666668
SYNRG,1.476376333333331
SEPTIN11,-1.052658333333335
H2BC12,-1.329270333333332
CISD3,1.043269666666666
ZNF138,1.605191333333332
DCAF11,-1.182547
SLBP,1.083654666666668
PITPNC1,-1.110676000000001
RAP2C-AS1,1.026077999999999
B3GALNT1,-1.022808666666667
GHR,1.410402999999999
NPEPPS,1.279790333333333
LOC105374732,1.46936
SOX7,-1.056281000000001
EXOC2,-1.475642000000003
SEMA7A,1.222903666666666
ENTPD3,1.638670999999998
PPY,1.023547
FAHD2CP,1.255330666666667
QNG1,1.050927000000001
PRRG1,1.107809666666667
NCAPD3,-1.165257666666668
TUFT1,1.049559666666665
MT1L,1.289921666666665
H2AC8,-1.238063666666665
ERV3-1,1.082741999999998
MIR4315-1,1.138033333333333
SEMA3A,-1.330102999999999
TBC1D3G,1.667678000000001
CHMP4B,-1.000776666666669
P2RY2,-1.499809000000002
H4C3,-1.070975666666671
GPD1L,-1.088595666666669
GDA,1.213997666666664
LOC389765,1.924422666666666
PYROXD1,-1.102068000000002
VPS35L,-1.254326000000002
SPC25,-1.095839666666668
NOP14-AS1,1.187834666666665
CLDN14-AS1,1.471686666666668
ABHD15,-1.005535666666665
HFE,-1.467710333333333
KRT5,-1.936583000000001
FASN,-1.140479666666667
DNAJA4,-1.059528999999999
JUN,1.416599666666666
EBPL,-1.022624666666665
CCDC113,1.221885333333333
TMT1A,-1.826213
CYP1A1,-1.299681333333333
PLSCR4,1.277436000000001
MORN2,1.06322
DPP3,-1.338309666666665
HTRA1,-1.683362333333334
FARP1,-1.065921666666669
FAM20C,-1.113584333333334
SNAR-D,1.050834333333334
HMGB3,-1.103423666666668
VPS25,1.020933000000001
BICD2,1.017215666666665
FBXL3,-1.054130666666667
FNBP1,1.025906333333335
SLCO1A2,1.008627
ABCG2,-1.387779666666666
PCIF1,-1.031777999999999
SNORA31,-1.284433666666666
LMO7,-1.240355000000002
GPNMB,1.139810666666667
ZNF736,1.022241666666667
AKAP3,1.181730333333335
ABHD4,1.560396000000001
CKAP2,-1.332795666666667
LINC02210,1.462721333333332
CAT,-1.530556666666667
SP8,1.616878333333334
PTPDC1,1.068311333333332
MKLN1-AS,1.153217000000001
ZNF165,-1.233997666666668
GASK1B,-1.373700666666668
PDSS1,-1.110824333333333
PON3,1.198529333333331
ARHGAP40,-1.195216333333334
LINC00513,1.269281333333332
DZIP3,1.06070233333333
ZNF22-AS1,1.055487999999999
NT5E,-1.662808
H2AC11,-1.322974666666666
SMC5-DT,1.018451666666667
LINC02562,1.334429
GNPNAT1,-1.007200333333332
CD68,1.407607666666664
TIMP1,1.468074666666665
CKS2,1.230768000000001
DEFB4B,1.353387000000001
GRN,1.005362333333332
H3C8,-1.702931000000001
SERPINB4,2.577019000000001
POMGNT2,1.059658666666668
NICOL1,1.076395999999999
H2AC15,-1.493896666666669
CCDC169,1.165126
HEG1,1.604985666666664
TSGA10,1.081370666666667
C2orf92,1.047695333333332
ALDH1L2,-1.756178333333335
MIR921,-1.346269333333333
LINC02768,1.020930000000001
NABP1,1.306145333333333
SCCPDH,1.001022999999998
IMPA2,-1.234249333333334
H2BC3,-1.198130000000001
LINC01239,1.289180999999999
H2AC13,-1.200797333333334
C19orf33,1.062962666666664
ZSCAN26,-1.067718
SQOR,-1.440711
MAN1A1,1.255887999999999
TERC,1.090996000000001
NAP1L2,1.0581
MIR3671,1.640991099999999
SNAPC1,1.210089000000002
PTK7,-1.073923666666666
FAM200B,1.071339333333333
CARD16,1.236561333333334
PTPRB,1.268693
CLIC1,-1.065467333333332
LOC100132077,1.118852666666664
HJURP,-1.024622000000001
LINC02616,1.339283999999999
CYP4V2,1.215969333333332
DLL1,-1.397813666666669
ZMYM5,-1.026572
ZMAT1,1.075992666666666
SPNS2,-1.013472999999999
PDS5B,-1.124259333333335
CNKSR3,1.176043666666668
SLCO1B1,-1.163970666666667
SPIN4,-1.03909
TUBG2,1.006442666666667
TPX2,-1.198359999999999
ZBTB20,1.092514
SENCR,-1.328460333333332
SERPINI1,1.178262666666667
SMARCD2,-1.029424
THRA,1.327336333333334
C9orf72,1.016369666666668
ATP8B2,1.216031000000001
SBF2-AS1,1.163794333333334
DIO2,1.649981333333333
SAMD9L,1.076477333333331
FXYD3,-1.507105
ANKRD30BP2,2.369322
POT1-AS1,1.371405666666667
LOC105376367,1.299140999999999
FAM8A1,-1.024968333333334
SLC37A2,-1.564775999999999
ARL17A,1.049053999999998
LINC02535,1.139584999999999
LOC105372338,1.002940666666666
XPO4,-1.5387
APOBEC3D,1.006003666666665
GPR65,-1.730476
ANXA8,-1.53380466666667
CCL20,1.189827999999999
VTRNA2-1,-1.942918000000001
TBC1D12,1.005453999999999
CKMT1B,-1.166290333333333
CHRNA5,-1.344329666666668
FOXM1,-1.007056666666667
YPEL5,1.309934999999998
FHOD3,-1.041625000000002
PLK1,-1.146631000000005
LOC441666,1.978605666666668
RNU5F-1,-1.121189000000003
RETSAT,-1.014244666666668
LINC02915,-1.179149333333335
BNIP3L,1.088144999999999
ZNF733P,1.282146999999999
RASA3,-1.256060666666666
ZNF347,-1.217078666666668
LDHB,-1.080411333333331
ERMARD,1.101681999999999
PMAIP1,1.100330666666667
EFNB2,-1.226880666666667
H1-4,-1.090286666666666
PSD3,1.030669666666664
TRIML2,1.084705666666664
XDH,-1.407018333333333
HSPA4L,-1.106508333333333
NR2F6,-1.113231666666667
GJB5,-1.492466000000003
STARD3,1.069071999999999
L1CAM,-1.153140333333336
ZSCAN16-AS1,-1.158455
HLA-DRA,1.667058
SOX4,-1.058707666666666
NUAK2,-1.036326
ZNF702P,-1.228345333333333
GJB2,-1.100385333333334
KISS1,-1.564500666666668
IFT88,-1.086738333333333
PRKG2-AS1,1.364277666666667
LRRN4,-1.635166000000001
SNAR-H,1.391486666666668
GPAT3,-1.110044333333333
ETV1,1.144987333333333
TNC,1.149164999999999
ANPEP,-1.649523333333334
DDX52,1.020711666666667
RASGRP3,1.044875666666666
ZNF841,1.300922666666667
ARHGEF35,-1.148121333333334
CDH5,-1.808722
TMPO,-1.031900000000002
ARL17B,1.027764666666666
LINC01583,1.030104666666667
PDGFA,-1.096794333333334
COL8A1,1.361501
LOC107987020,1.071118666666669
LOC101929774,1.829868333333335
TMEM52B,1.412900666666669
BMP5,-1.408393333333334
ANKRD1,1.358462333333333
ZNF568,1.398660333333333
LINC01358,1.135521333333334
LOC102724542,1.040740000000002
PARM1,1.092628666666668
TJP2,1.091433666666665
PNRC1,1.008691333333335
LINC01085,1.386951333333336
LINC00339,1.284016666666666
SORL1,-1.068766666666667
ATF3,1.025465999999999
NAAA,-1.019933999999999
CCND2-AS1,-1.591719666666667
EVC,1.001230666666668
SNORA71B,-1.363279666666668
ELOVL2,-1.376721333333333
DLGAP5,-1.364246000000002
ST6GALNAC5,1.211491999999997
DNAL1,1.316198000000001
PABPC4L,-1.292819333333334
DEFB103A,1.140985333333333
CD177,-1.079713333333333
ZNF793,1.071531333333332
SNORD9,1.120736000000001
ANXA8L1,-1.139428666666667
H2AC6,-1.323048666666666
OR52N2,1.503305999999999
EID3,1.248073666666667
JAG1,-1.907863666666666
LOC105375161,1.390140333333332
CORO1A,-1.115558999999999
SLC29A1,-1.299450333333331
PHF21A,1.283317333333335
CCDC18-AS1,1.356390666666665
ABCC3,1.507181999999997
MANBA,-1.019710999999999
H2BC7,-1.062427
MSRB2,1.210113
ZNF844,-1.124268333333334
ZBTB38,1.003042333333331
HLA-DRB1,1.640041666666667
TADA2A,1.344207999999999
LYPD1,2.115392666666666
KYNU,1.476186999999998
ZNF287,1.089307333333332
H1-5,-1.200274333333329
ZMYND8,-1.709065666666667
IL1RN,1.229522333333334
SREBF1,-1.120230333333334
MMP1,-2.112935333333334
NMT2,1.083226333333333
TNFRSF9,1.059160666666667
SLCO4A1,-1.138076
SNORA21,1.029094000000001
